select,degrade_level,geom_group,mode,status,source,yaw_circular_mae_deg,yaw_median_ae_deg,yaw_p90_ae_deg,yaw_hit@5,yaw_hit@10,yaw_hit@30,yaw_coarse45_acc,yaw_coarse90_acc,pitch_mae_deg,pitch_hit@10
final,degraded-moderate,G3,ocs_only,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-moderate_P-INT_G3_ocs_only_seed42,53.09134039282799,27.504531860351562,157.79730224609375,0.16891891891891891,0.28378378378378377,0.5236486486486487,0.41216216216216217,0.5202702702702703,45.41722274405844,0.10472972972972973
final,degraded-moderate,G3,image_only,not-run,not-run,,,,,,,,,,
final,degraded-moderate,G3,joint,not-run,not-run,,,,,,,,,,
final,degraded-moderate,G5,ocs_only,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-moderate_P-INT_G5_ocs_only_seed42,40.62255241017084,17.67797088623047,116.637939453125,0.16554054054054054,0.2939189189189189,0.6081081081081081,0.4797297297297297,0.6385135135135135,42.43863735125224,0.12837837837837837
final,degraded-moderate,G5,image_only,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-moderate_P-INT_G5_image_only_seed42,6.208915346377605,5.070121765136719,13.198308944702148,0.49324324324324326,0.7905405405405406,1.0,0.8445945945945946,0.9054054054054054,3.3657791184613832,0.9628378378378378
final,degraded-moderate,G5,joint,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-moderate_P-INT_G5_joint_seed42,81.1686501116366,64.65348052978516,159.7861328125,0.04054054054054054,0.06418918918918919,0.1891891891891892,0.16891891891891891,0.28040540540540543,55.81861983763205,0.10810810810810811
best,clean,G1,ocs_only,OK(R115-ref),v0.4_results\11_l1m2_multigeometry_ocs\runs\P-INT_G1_ocs_only_seed42\metrics_test_best.json,76.55876363290322,72.59346008300781,160.99987030029297,0.05067567567567568,0.125,0.27702702702702703,0.25675675675675674,0.3716216216216216,45.95148004082384,0.11486486486486487
best,clean,G1,image_only,OK(R115-ref),v0.4_results\11_l1m2_multigeometry_ocs\runs\P-INT_G1_image_only_seed42\metrics_test_best.json,2.4358688999672196,1.7923049926757812,5.139183044433594,0.8885135135135135,0.9864864864864865,1.0,0.918918918918919,0.9459459459459459,2.043606738283022,0.9898648648648649
best,clean,G1,joint,OK(R115-ref),v0.4_results\11_l1m2_multigeometry_ocs\runs\P-INT_G1_joint_seed42\metrics_test_best.json,2.113740544866871,1.6353187561035156,4.3224945068359375,0.9324324324324325,0.9932432432432432,1.0,0.9087837837837838,0.9290540540540541,2.1515291472645224,0.9966216216216216
best,clean,G3,ocs_only,OK(R115-ref),v0.4_results\11_l1m2_multigeometry_ocs\runs\P-INT_G3_ocs_only_seed42\metrics_test_best.json,38.22460422151395,14.18572998046875,116.82693481445312,0.1858108108108108,0.3783783783783784,0.6722972972972973,0.5337837837837838,0.6587837837837838,41.78743349170514,0.11824324324324324
best,clean,G3,image_only,OK(R115-ref),v0.4_results\11_l1m2_multigeometry_ocs\runs\P-INT_G3_image_only_seed42\metrics_test_best.json,4.945347814946561,3.719158172607422,12.129852294921875,0.625,0.8614864864864865,1.0,0.8614864864864865,0.9121621621621622,3.6413844413048513,0.9695945945945946
best,clean,G3,joint,OK(R115-ref),v0.4_results\11_l1m2_multigeometry_ocs\runs\P-INT_G3_joint_seed42\metrics_test_best.json,2.0315522052146293,1.4688034057617188,4.117160797119141,0.9222972972972973,0.9864864864864865,1.0,0.918918918918919,0.9358108108108109,2.852509029360639,0.9864864864864865
best,clean,G5,ocs_only,OK(R115-ref),v0.4_results\11_l1m2_multigeometry_ocs\runs\P-INT_G5_ocs_only_seed42\metrics_test_best.json,22.768993837003773,11.506095886230469,58.74951934814453,0.19594594594594594,0.44256756756756754,0.8108108108108109,0.625,0.75,37.36348094062477,0.14189189189189189
best,clean,G5,image_only,OK(R115-ref),v0.4_results\11_l1m2_multigeometry_ocs\runs\P-INT_G5_image_only_seed42\metrics_test_best.json,8.572833132904929,6.574117660522461,19.664093017578125,0.38175675675675674,0.6925675675675675,0.9932432432432432,0.8108108108108109,0.8885135135135135,8.246240314800996,0.7601351351351351
best,clean,G5,joint,OK(R115-ref),v0.4_results\11_l1m2_multigeometry_ocs\runs\P-INT_G5_joint_seed42\metrics_test_best.json,3.196814734388042,2.6930999755859375,6.398509860038757,0.7905405405405406,0.9898648648648649,1.0,0.9054054054054054,0.9324324324324325,4.006082584307453,0.9695945945945946
best,degraded-mild,G1,ocs_only,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-mild_P-INT_G1_ocs_only_seed42,76.77575345941491,70.88127136230469,159.0153579711914,0.04054054054054054,0.11486486486486487,0.25675675675675674,0.21621621621621623,0.32432432432432434,46.125154038532514,0.10810810810810811
best,degraded-mild,G1,image_only,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-mild_P-INT_G1_image_only_seed42,1.673330550258224,1.3235931396484375,3.4478607177734375,0.9662162162162162,1.0,1.0,0.9222972972972973,0.9391891891891891,3.4322378317246565,0.9493243243243243
best,degraded-mild,G1,joint,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-mild_P-INT_G1_joint_seed42,1.9053558699182562,1.4396839141845703,4.25750732421875,0.9459459459459459,1.0,1.0,0.9358108108108109,0.9662162162162162,20.806497871422685,0.3918918918918919
best,degraded-mild,G3,ocs_only,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-mild_P-INT_G3_ocs_only_seed42,40.148108614954744,17.723228454589844,116.06779479980469,0.15878378378378377,0.34121621621621623,0.6148648648648649,0.49324324324324326,0.6216216216216216,42.82483688414701,0.10135135135135136
best,degraded-mild,G3,image_only,not-run,not-run,,,,,,,,,,
best,degraded-mild,G3,joint,not-run,not-run,,,,,,,,,,
best,degraded-mild,G5,ocs_only,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-mild_P-INT_G5_ocs_only_seed42,27.826480695977807,13.014106750488281,81.68684387207031,0.23986486486486486,0.4155405405405405,0.7601351351351351,0.6114864864864865,0.7263513513513513,37.935739965152905,0.14527027027027026
best,degraded-mild,G5,image_only,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-mild_P-INT_G5_image_only_seed42,3.50256948656327,2.351900100708008,7.777313232421875,0.8040540540540541,0.9358108108108109,1.0,0.8851351351351351,0.9391891891891891,4.74770302121603,0.9358108108108109
best,degraded-mild,G5,joint,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-mild_P-INT_G5_joint_seed42,1.875179335474968,1.4623870849609375,3.7274646759033203,0.9695945945945946,0.9898648648648649,1.0,0.9391891891891891,0.956081081081081,2.094059792775157,1.0
best,degraded-moderate,G1,ocs_only,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-moderate_P-INT_G1_ocs_only_seed42,78.48120282147381,73.72877502441406,162.16374969482422,0.060810810810810814,0.10472972972972973,0.25675675675675674,0.20608108108108109,0.3581081081081081,45.97371044417692,0.11824324324324324
best,degraded-moderate,G1,image_only,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-moderate_P-INT_G1_image_only_seed42,3.6878057275269485,2.8823204040527344,6.938507080078125,0.7736486486486487,0.9527027027027027,1.0,0.8885135135135135,0.9391891891891891,5.6683039694420385,0.9155405405405406
best,degraded-moderate,G1,joint,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-moderate_P-INT_G1_joint_seed42,1.8621782153039366,1.445058822631836,3.7847518920898438,0.9391891891891891,1.0,1.0,0.9121621621621622,0.9290540540540541,2.314430409992063,0.9932432432432432
best,degraded-moderate,G3,ocs_only,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-moderate_P-INT_G3_ocs_only_seed42,51.722069416497206,24.405166625976562,153.64778518676758,0.14189189189189189,0.2905405405405405,0.5405405405405406,0.46283783783783783,0.5743243243243243,45.52008228955438,0.09797297297297297
best,degraded-moderate,G3,image_only,not-run,not-run,,,,,,,,,,
best,degraded-moderate,G3,joint,not-run,not-run,,,,,,,,,,
best,degraded-moderate,G5,ocs_only,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-moderate_P-INT_G5_ocs_only_seed42,38.45656873567684,19.40044403076172,109.66488647460938,0.15202702702702703,0.30405405405405406,0.6182432432432432,0.46283783783783783,0.6047297297297297,42.94141672727828,0.13513513513513514
best,degraded-moderate,G5,image_only,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-moderate_P-INT_G5_image_only_seed42,2.7124426805892505,2.006336212158203,4.983539581298828,0.9121621621621622,0.9628378378378378,1.0,0.9222972972972973,0.956081081081081,4.175119217485189,0.9594594594594594
best,degraded-moderate,G5,joint,OK,v0.4_results\12_l1m3_degraded_mroll\degraded\runs\degraded-moderate_P-INT_G5_joint_seed42,2.0192673109673165,1.6087112426757812,4.351737976074219,0.9358108108108109,1.0,1.0,0.9324324324324325,0.9459459459459459,57.16172104912835,0.10810810810810811
